"Neighborhood","City","Neighborhood Latitude","Neighborhood Longitude","Venue","Venue Latitude","Venue Longitude","Venue Category"
"Amager Vest","København","55.619371","12.5755841","City Golf Club Copenhagen","55.63952891309063","12.574750861883592","Golf Course"
"Amager Vest","København","55.619371","12.5755841","Netto","55.630114688448785","12.601564928776146","Grocery Store"
"Amager Vest","København","55.619371","12.5755841","Plantorama","55.611945","12.614327","Garden Center"
"Amager Vest","København","55.619371","12.5755841","JOE & THE JUICE","55.63010701392176","12.575823857914658","Juice Bar"
"Amager Vest","København","55.619371","12.5755841","Rasoi - Indian Cuisine","55.635164804198965","12.581954532643149","Indian Restaurant"
"Amager Vest","København","55.619371","12.5755841","Basalt","55.639684437161335","12.577757835388184","Restaurant"
"Amager Vest","København","55.619371","12.5755841","BM Restaurant","55.63968953099444","12.577826143382964","Breakfast Spot"
"Amager Vest","København","55.619371","12.5755841","Johns Kagehus","55.61735666920219","12.592427393261056","Bakery"
"Amager Vest","København","55.619371","12.5755841","Magasin","55.630648178543694","12.576060574034786","Department Store"
"Amager Vest","København","55.619371","12.5755841","Bøfhus","55.63000417665359","12.577926352804022","Steakhouse"
"Amager Vest","København","55.619371","12.5755841","Dalle Valle","55.62980320872566","12.578587715246742","Restaurant"
"Amager Vest","København","55.619371","12.5755841","Capella Play","55.630053852210004","12.57784572206679","Indoor Play Area"
"Amager Vest","København","55.619371","12.5755841","Rema 1000","55.62360009674808","12.598941781139864","Discount Store"
"Amager Vest","København","55.619371","12.5755841","Bilka One Stop","55.631297637891024","12.577185078240687","Supermarket"
"Amager Vest","København","55.619371","12.5755841","Mammamia","55.63001439093534","12.578019154269159","Café"
"Amager Vest","København","55.619371","12.5755841","Lobby Bar","55.63969669473086","12.577843794911884","Hotel Bar"
"Amager Vest","København","55.619371","12.5755841","Netto","55.60320446028443","12.58636881730653","Grocery Store"
"Amager Vest","København","55.619371","12.5755841","Zleep Hotel Copenhagen Airport","55.6229865417448","12.615414926146636","Hotel"
"Amager Vest","København","55.619371","12.5755841","Danhostel Copenhagen Amager","55.64243635908461","12.574100572834736","Hostel"
"Amager Vest","København","55.619371","12.5755841","Amagerhallen","55.623988639988156","12.615858453974253","Basketball Court"
"Amager Vest","København","55.619371","12.5755841","Meny","55.60339675282313","12.58611018251107","Grocery Store"
"Amager Vest","København","55.619371","12.5755841","Fysio Fysiq","55.62316426791439","12.60512830777804","Massage Studio"
"Amager Vest","København","55.619371","12.5755841","India Gate","55.62501228393854","12.604324451126006","Indian Restaurant"
"Amager Vest","København","55.619371","12.5755841","Under / Over Broen!","55.62942483996446","12.6024897911663","Boat or Ferry"
"Amager Vest","København","55.619371","12.5755841","7-Eleven","55.6299417","12.60191833","Convenience Store"
"Amager Vest","København","55.619371","12.5755841","Pizza 2770","55.60143257736496","12.582821846008299","Pizza Place"
"Amager Vest","København","55.619371","12.5755841","Uganda Skoven","55.604535797729035","12.597498893737793","Forest"
"Amager Vest","København","55.619371","12.5755841","Aldi","55.59895325799628","12.582861731232468","Supermarket"
"Amager Vest","København","55.619371","12.5755841","Tårnby Stadion","55.62892413410081","12.60920778806732","Soccer Stadium"
"Amager Vest","København","55.619371","12.5755841","Tesla motors","55.61449061741475","12.613409308162884","Auto Garage"
"Amager Vest","København","55.619371","12.5755841","Hotel Bel Air","55.62293452590904","12.61540628330692","Hotel"
"Amager Vest","København","55.619371","12.5755841","Travbaneparken","55.62424093644727","12.615270364234135","Park"
"Amager Vest","København","55.619371","12.5755841","Amager Demons","55.62386431954286","12.616094480859443","Football Stadium"
"Amager Vest","København","55.619371","12.5755841","Tårnby Pizzaria","55.633854987556084","12.608818990207881","Pizza Place"
"Amager Vest","København","55.619371","12.5755841","Alle Gårdens Blomster","55.63387138444133","12.608859812392785","Flower Shop"
"Amager Øst","København","55.6615367","12.6264875","Le Kaff","55.66209370003278","12.631189283483444","Café"
"Amager Øst","København","55.6615367","12.6264875","Wulff + Konstali Food Shop","55.66429855738481","12.626077869645611","Bakery"
"Amager Øst","København","55.6615367","12.6264875","Sundby Sejlforening","55.664500394133206","12.631958124069723","Harbor / Marina"
"Amager Øst","København","55.6615367","12.6264875","Fitnessdk","55.66120241973865","12.631858108445837","Gym / Fitness Center"
"Amager Øst","København","55.6615367","12.6264875","Naturcenter Amager Strand","55.6632","12.637829","Nature Preserve"
"Amager Øst","København","55.6615367","12.6264875","Amager Strandpark","55.65666574906402","12.637903964685075","Beach"
"Amager Øst","København","55.6615367","12.6264875","Jurfood","55.661641","12.630213","Coffee Shop"
"Amager Øst","København","55.6615367","12.6264875","Det Kolde Gys - Helgoland","55.66360652478493","12.63944751005434","Beach"
"Amager Øst","København","55.6615367","12.6264875","Whammy Bar","55.66553473368198","12.61347793601662","Bar"
"Amager Øst","København","55.6615367","12.6264875","Sticks'n'Sushi","55.660625","12.632691","Sushi Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Amager Strandpark Station 1","55.66253326617268","12.637895484651692","Beach"
"Amager Øst","København","55.6615367","12.6264875","Amager Strand","55.662002423023424","12.633211201441764","Beach"
"Amager Øst","København","55.6615367","12.6264875","Frankrigsgade Svømmehal","55.66269584649448","12.609750384931468","Pool"
"Amager Øst","København","55.6615367","12.6264875","Fresh Sushi","55.663945775740636","12.6178836057913","Sushi Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Mad & Kaffe Amagerbro","55.659116971978676","12.608120575733235","Breakfast Spot"
"Amager Øst","København","55.6615367","12.6264875","Cub Coffee Bar","55.663948","12.622445","Coffee Shop"
"Amager Øst","København","55.6615367","12.6264875","Amager Strandpark Station 2","55.65796817340394","12.642765646658408","Beach"
"Amager Øst","København","55.6615367","12.6264875","Nalini Yoga","55.667099","12.612808","Yoga Studio"
"Amager Øst","København","55.6615367","12.6264875","Lagkagehuset","55.65609327959648","12.60950016520189","Bakery"
"Amager Øst","København","55.6615367","12.6264875","Bingo 156","55.655006","12.610048","Café"
"Amager Øst","København","55.6615367","12.6264875","Amager Bio","55.657532051756306","12.609536756840717","Concert Hall"
"Amager Øst","København","55.6615367","12.6264875","Piccolo Mondo","55.66636100483408","12.612920552779675","Pizza Place"
"Amager Øst","København","55.6615367","12.6264875","Crossfit Copenhagen - Boxen","55.660236","12.607988","Gym / Fitness Center"
"Amager Øst","København","55.6615367","12.6264875","Vivah - Indian & Pakistani Restaurant","55.65944287095217","12.60616780697248","Indian Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Kvickly","55.664213350861196","12.622711096310365","Miscellaneous Shop"
"Amager Øst","København","55.6615367","12.6264875","Hop House - Amager","55.65459357997753","12.610405934399122","Beer Bar"
"Amager Øst","København","55.6615367","12.6264875","Ingolfs Kaffebar","55.650151557286414","12.612030698711003","Café"
"Amager Øst","København","55.6615367","12.6264875","Urban Gym","55.664317443334106","12.625911458693835","Gym / Fitness Center"
"Amager Øst","København","55.6615367","12.6264875","Eriks Bageri","55.652461","12.611399","Bakery"
"Amager Øst","København","55.6615367","12.6264875","Nordisk Brød","55.666401","12.612342","Bakery"
"Amager Øst","København","55.6615367","12.6264875","Meyers Bageri","55.663185744649674","12.601722405470397","Bakery"
"Amager Øst","København","55.6615367","12.6264875","Kingya Sushi","55.65961281896087","12.606144316676097","Sushi Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Pizzeria Piccola Italia","55.65374649316809","12.611037551673624","Pizza Place"
"Amager Øst","København","55.6615367","12.6264875","Il molino Pizzeria","55.651080563906","12.612186569257487","Pizza Place"
"Amager Øst","København","55.6615367","12.6264875","Toto Vin & Spisebar","55.65580479929568","12.60965732257966","Gastropub"
"Amager Øst","København","55.6615367","12.6264875","Meny","55.66865855652944","12.607233164988607","Fruit & Vegetable Store"
"Amager Øst","København","55.6615367","12.6264875","Uggi's Coffee","55.658355","12.607681","Coffee Shop"
"Amager Øst","København","55.6615367","12.6264875","Rema 1000","55.65255601010107","12.611813222369452","Grocery Store"
"Amager Øst","København","55.6615367","12.6264875","Lidl","55.66188509879202","12.63124387537234","Convenience Store"
"Amager Øst","København","55.6615367","12.6264875","Fitness World","55.661443086368166","12.610135646500217","Gym / Fitness Center"
"Amager Øst","København","55.6615367","12.6264875","Bosskok Sushi & Wok","55.658487","12.607369","Sushi Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Lergravsparken","55.662169801041934","12.617919694649023","Park"
"Amager Øst","København","55.6615367","12.6264875","Boheme Kaffebar","55.664707","12.604984","Coffee Shop"
"Amager Øst","København","55.6615367","12.6264875","Restaurant Sundby Sejl","55.66441509118305","12.631880863517978","Scandinavian Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Halifax","55.66342734181273","12.60389223420717","Burger Joint"
"Amager Øst","København","55.6615367","12.6264875","Beta","55.6582336835724","12.609032794716223","Rock Club"
"Amager Øst","København","55.6615367","12.6264875","Irma Amager Centret","55.663052674933766","12.603322579789058","Supermarket"
"Amager Øst","København","55.6615367","12.6264875","Pizzeria Sardegna","55.658912484346004","12.601320130340227","Pizza Place"
"Amager Øst","København","55.6615367","12.6264875","Couloir","55.661637","12.631977","Burger Joint"
"Amager Øst","København","55.6615367","12.6264875","Il Gambero Rosso","55.653709402400516","12.610987671722299","Italian Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Amager Strandpark Station 3","55.654400251057496","12.647758980586078","Beach"
"Amager Øst","København","55.6615367","12.6264875","Kløvermarken Tennis Klub","55.670059470284656","12.605416729774033","Tennis Court"
"Amager Øst","København","55.6615367","12.6264875","Fodboldfabrikken","55.675078","12.616562","Soccer Field"
"Amager Øst","København","55.6615367","12.6264875","Fitness World","55.65691673306109","12.604228525010571","Gym / Fitness Center"
"Amager Øst","København","55.6615367","12.6264875","Den Blå Hal","55.66847038560359","12.623269264122008","Antique Shop"
"Amager Øst","København","55.6615367","12.6264875","Cock’s & Cows","55.66452752898389","12.600642442703247","Burger Joint"
"Amager Øst","København","55.6615367","12.6264875","WOK Cafén","55.65954365696461","12.604191755040016","Thai Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Riccos Kaffebar","55.66520936769476","12.607543726745098","Coffee Shop"
"Amager Øst","København","55.6615367","12.6264875","Fish & Beer","55.65596647220322","12.609565698404506","Liquor Store"
"Amager Øst","København","55.6615367","12.6264875","CPH Studio Hotel","55.658716263709266","12.631930940240556","Hotel"
"Amager Øst","København","55.6615367","12.6264875","Kløvermarkens Idrætsanlæg","55.67245089317565","12.608107555200533","Soccer Field"
"Amager Øst","København","55.6615367","12.6264875","Jagger","55.65776548019695","12.608206732937248","Burger Joint"
"Amager Øst","København","55.6615367","12.6264875","Amager Fiskehus","55.66402820965928","12.601454517222656","Fish Market"
"Amager Øst","København","55.6615367","12.6264875","Magasasa","55.663597","12.601037","Chinese Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Gastronomia Italiana","55.66029512173629","12.612778531166633","Pizza Place"
"Amager Øst","København","55.6615367","12.6264875","IC Factory Outlet","55.67189828590516","12.619599470233284","Outlet Store"
"Amager Øst","København","55.6615367","12.6264875","Prismen","55.66659861442637","12.61118612698469","Sports Club"
"Amager Øst","København","55.6615367","12.6264875","Jaguar Bodega","55.66435687866466","12.603083222696805","Pub"
"Amager Øst","København","55.6615367","12.6264875","TH Sørensen","55.66402287920913","12.601102429494814","Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Pølse Kompagniet","55.67455044751535","12.621453224027126","Food Truck"
"Amager Øst","København","55.6615367","12.6264875","Kvickly","55.65669356384809","12.604263047954937","Supermarket"
"Amager Øst","København","55.6615367","12.6264875","Grillen Amagerbro","55.65574888269923","12.60981603010831","Burger Joint"
"Amager Øst","København","55.6615367","12.6264875","No 95 en Kaffebar","55.659457533093196","12.606247155877297","Coffee Shop"
"Amager Øst","København","55.6615367","12.6264875","Silas Kebab","55.65798205101127","12.607972842688124","Fast Food Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Café Phenix","55.66198378985793","12.63016765655384","Café"
"Amager Øst","København","55.6615367","12.6264875","Cafe Pelikan","55.660627707621735","12.604707668738337","Café"
"Amager Øst","København","55.6615367","12.6264875","Smørhullet","55.66416713455917","12.602126265097217","Indian Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Jacobs Bageri","55.664422566061","12.602724170822835","Bakery"
"Amager Øst","København","55.6615367","12.6264875","Café Two O Two","55.65010036128893","12.61256783069187","Café"
"Amager Øst","København","55.6615367","12.6264875","Fakta","55.66676943911547","12.61529741453643","Grocery Store"
"Amager Øst","København","55.6615367","12.6264875","H&M","55.66349499849411","12.604748854941164","Clothing Store"
"Amager Øst","København","55.6615367","12.6264875","KFC","55.659344631632464","12.606340104097374","Fast Food Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Kebabland","55.66299441001894","12.601803328316327","Burger Joint"
"Amager Øst","København","55.6615367","12.6264875","Babysam Amager","55.66750764075211","12.616990210739795","Shop & Service"
"Amager Øst","København","55.6615367","12.6264875","Sundby Kajakklub","55.664109582927715","12.635125503642616","Rafting"
"Amager Øst","København","55.6615367","12.6264875","Det Maritime Ungdomshus","55.665344","12.633924","Sports Club"
"Amager Øst","København","55.6615367","12.6264875","Lergravsparken st. (Metro)","55.66221713941639","12.616469771797576","Metro Station"
"Amager Øst","København","55.6615367","12.6264875","Parkgårdens Bageri","55.66274404349181","12.615370357199449","Bakery"
"Amager Øst","København","55.6615367","12.6264875","PLAY Comedy Club","55.66703724305966","12.620458070887217","Comedy Club"
"Amager Øst","København","55.6615367","12.6264875","Wan Hao","55.65436355737855","12.610527941821353","Chinese Restaurant"
"Amager Øst","København","55.6615367","12.6264875","Telia Kantine","55.668347684542645","12.620735439313487","Diner"
"Amager Øst","København","55.6615367","12.6264875","Helgoland strandparken Amager","55.66362394282871","12.640199881127158","Beach"
"Amager Øst","København","55.6615367","12.6264875","Saranda Pizzaria","55.666975269891665","12.615453600883484","Pizza Place"
"Amager Øst","København","55.6615367","12.6264875","Lej Et Lig","55.66894200488265","12.614418431712142","Rental Car Location"
"Amager Øst","København","55.6615367","12.6264875","øko er et næsehorn","55.666799","12.610954","Snack Place"
"Amager Øst","København","55.6615367","12.6264875","Strandtutten","55.650688168761434","12.640637682117863","Ice Cream Shop"
"Amager Øst","København","55.6615367","12.6264875","Tap 1","55.67208990601763","12.621653143460257","Music Venue"
"Amager Øst","København","55.6615367","12.6264875","OBI Sport Outlet","55.66841215568244","12.606797598208283","Sporting Goods Shop"
"Amager Øst","København","55.6615367","12.6264875","Copenhagen Segway","55.654492914401786","12.649222612380981","Other Great Outdoors"
"Amager Øst","København","55.6615367","12.6264875","Helgoland Surfers","55.65051454994668","12.644024921491042","Surf Spot"
"Bispebjerg","København","55.7109502","12.5340004","Viet Thai","55.70849624060482","12.532264148738626","Thai Restaurant"
"Bispebjerg","København","55.7109502","12.5340004","Fabios Delikatesse","55.708729227987874","12.539197132338296","Pizza Place"
"Bispebjerg","København","55.7109502","12.5340004","Crossfit NV - Trykkeriet","55.706923195298856","12.527769325025663","Gym / Fitness Center"
"Bispebjerg","København","55.7109502","12.5340004","Kaffedepartementet","55.70771388339674","12.524930550461672","Café"
"Bispebjerg","København","55.7109502","12.5340004","Tribeca Ugly Duck - Beer & pizza lab","55.706292","12.534636","Beer Bar"
"Bispebjerg","København","55.7109502","12.5340004","Tribeca NV","55.70626070878925","12.534099935766802","Italian Restaurant"
"Bispebjerg","København","55.7109502","12.5340004","Café Sirius","55.70515257933802","12.532980212637321","Café"
"Bispebjerg","København","55.7109502","12.5340004","Cantino's Pizza & Steakhouse","55.713723","12.535062","Burger Joint"
"Bispebjerg","København","55.7109502","12.5340004","Fovl","55.703698","12.528279","Café"
"Bispebjerg","København","55.7109502","12.5340004","Ungdomshuset","55.70871882901735","12.523370344742599","Arts & Entertainment"
"Bispebjerg","København","55.7109502","12.5340004","Fitness World Lygten","55.70518371468917","12.537585882525244","Gym"
"Bispebjerg","København","55.7109502","12.5340004","A&O Copenhagen Nørrebro (A&O København Nørrebro)","55.70574693139562","12.542847718953213","Hostel"
"Bispebjerg","København","55.7109502","12.5340004","Dansekapellet","55.716233010569695","12.530220119516173","Dance Studio"
"Bispebjerg","København","55.7109502","12.5340004","Taffelbay","55.71031775010735","12.537780709492194","Bakery"
"Bispebjerg","København","55.7109502","12.5340004","Lersøparken","55.710259087644914","12.543049828485975","Park"
"Bispebjerg","København","55.7109502","12.5340004","Go Sushi","55.708093805852116","12.532108543017648","Sushi Restaurant"
"Bispebjerg","København","55.7109502","12.5340004","Provstevej 10","55.705637004015514","12.527930497474241","Coffee Shop"
"Bispebjerg","København","55.7109502","12.5340004","Fakta","55.707644677175274","12.532160364240514","Grocery Store"
"Bispebjerg","København","55.7109502","12.5340004","Rema 1000","55.70609254125704","12.523063832698597","Supermarket"
"Bispebjerg","København","55.7109502","12.5340004","Lidl","55.706450272786974","12.53814315526077","Grocery Store"
"Bispebjerg","København","55.7109502","12.5340004","Meny","55.70856870660271","12.532319234712977","Convenience Store"
"Bispebjerg","København","55.7109502","12.5340004","Istanbul Bazaar","55.70302429073339","12.53305605147407","Farmers Market"
"Bispebjerg","København","55.7109502","12.5340004","Oki Sushi","55.70477537584016","12.52605902670306","Sushi Restaurant"
"Bispebjerg","København","55.7109502","12.5340004","Pool Pub","55.70808646279581","12.522651558554305","Sports Bar"
"Bispebjerg","København","55.7109502","12.5340004","Eurospar","55.70857596867193","12.532278250299726","Food & Drink Shop"
"Bispebjerg","København","55.7109502","12.5340004","Irma Smedetoften","55.70909927603386","12.521427401908353","Supermarket"
"Bispebjerg","København","55.7109502","12.5340004","Elite Købmand","55.71074042634357","12.529305466630687","Food & Drink Shop"
"Bispebjerg","København","55.7109502","12.5340004","Måltid","55.71617049966652","12.531455387836093","Scandinavian Restaurant"
"Bispebjerg","København","55.7109502","12.5340004","Fitness World","55.707628748080495","12.522429058456053","Gym / Fitness Center"
"Bispebjerg","København","55.7109502","12.5340004","Fluesmækkeren Pub","55.70645152424233","12.537066846729436","Bar"
"Bispebjerg","København","55.7109502","12.5340004","Elite Pole","55.708018965715226","12.525207002954625","Dance Studio"
"Bispebjerg","København","55.7109502","12.5340004","døgnNETTO","55.70744027836344","12.522332045362546","Grocery Store"
"Bispebjerg","København","55.7109502","12.5340004","Fuglereden","55.70464043607893","12.526567666644377","Pub"
"Bispebjerg","København","55.7109502","12.5340004","Matas","55.703694425900984","12.53835580122565","Cosmetics Shop"
"Bispebjerg","København","55.7109502","12.5340004","Falafel Grill House","55.703315128992834","12.529755869211586","Middle Eastern Restaurant"
"Brønshøj-Husum","København","55.704536","12.5014454","Café Staalvand","55.70405103268306","12.497498313368759","Café"
"Brønshøj-Husum","København","55.704536","12.5014454","Kaiser Sport og Ortopædi","55.70512234472116","12.504736625413807","Sporting Goods Shop"
"Brønshøj-Husum","København","55.704536","12.5014454","Bellahøj Svømmestadion","55.70609155891902","12.515164255504452","Pool"
"Brønshøj-Husum","København","55.704536","12.5014454","Bodenhoff Bageri","55.69675878017205","12.505086654077713","Bakery"
"Brønshøj-Husum","København","55.704536","12.5014454","Utterslev Mose","55.712604","12.495532","Park"
"Brønshøj-Husum","København","55.704536","12.5014454","Fakta ved Søholm","55.70584501394263","12.490984650541543","Supermarket"
"Brønshøj-Husum","København","55.704536","12.5014454","Ya Ya Sushi","55.70543082718827","12.492149520704686","Sushi Restaurant"
"Brønshøj-Husum","København","55.704536","12.5014454","Cafe Phenix","55.70503980596012","12.503320745071695","Coffee Shop"
"Brønshøj-Husum","København","55.704536","12.5014454","Kirsten's Konditori","55.7045870268222","12.500809351478345","Bakery"
"Brønshøj-Husum","København","55.704536","12.5014454","Grøndal Multicenter","55.700005177424835","12.515588892742183","Athletics & Sports"
"Brønshøj-Husum","København","55.704536","12.5014454","Grøndal Bowling","55.700827645860905","12.517053007830658","Bowling Alley"
"Brønshøj-Husum","København","55.704536","12.5014454","Netto","55.70566334152607","12.492148490326596","Grocery Store"
"Brønshøj-Husum","København","55.704536","12.5014454","Danhostel Copenhagen Bellahøj","55.69886229461618","12.505317605583882","Hostel"
"Brønshøj-Husum","København","55.704536","12.5014454","SuperBrugsen","55.70446107497047","12.499758732374572","Supermarket"
"Brønshøj-Husum","København","55.704536","12.5014454","Manolo Gelato","55.70455934284124","12.49822958921345","Ice Cream Shop"
"Brønshøj-Husum","København","55.704536","12.5014454","DøgnNetto","55.70524672100287","12.505679804405004","Grocery Store"
"Brønshøj-Husum","København","55.704536","12.5014454","Bellahøj","55.70657613242444","12.515656188041623","Plaza"
"Brønshøj-Husum","København","55.704536","12.5014454","Brønshøj Parken","55.70677340455916","12.510683113436441","Park"
"Brønshøj-Husum","København","55.704536","12.5014454","Lene Løvendahl Dansestudie","55.70707759419245","12.491935018516076","Dance Studio"
"Brønshøj-Husum","København","55.704536","12.5014454","Bella Grill","55.696049","12.50263232","Snack Place"
"Brønshøj-Husum","København","55.704536","12.5014454","Bus 13 (Glostrup st. - Bellahøj)","55.695952156345825","12.502823721388578","Bus Line"
"Brønshøj-Husum","København","55.704536","12.5014454","busstop Bellahøjvej","55.69600185066831","12.503659076118288","Bus Stop"
"Brønshøj-Husum","København","55.704536","12.5014454","Oriental Pizza Bar","55.69584290941548","12.501753281182143","Pizza Place"
"Brønshøj-Husum","København","55.704536","12.5014454","Folketeatret.dk","55.70004577348106","12.515114199950622","Theater"
"Brønshøj-Husum","København","55.704536","12.5014454","Mosehuset","55.71346743028464","12.504525482654572","Restaurant"
"Brønshøj-Husum","København","55.704536","12.5014454","Grøndal Multicenter - Squash banerne","55.70027952258082","12.515935679893564","Squash Court"
"Brønshøj-Husum","København","55.704536","12.5014454","CSA.dk","55.700129731479464","12.51606755364986","Martial Arts Dojo"
"Brønshøj-Husum","København","55.704536","12.5014454","Bus 2A (Tingbjerg - Kastrup st.)","55.69575301683829","12.508329624783064","Bus Line"
"Indre By","København","55.6808894","12.5852531099972","Det Kongelige Teater","55.67976070989973","12.586074549677948","Theater"
"Indre By","København","55.6808894","12.5852531099972","Den Lille Fede","55.68219859793329","12.585475542123353","Mediterranean Restaurant"
"Indre By","København","55.6808894","12.5852531099972","Nyhavn","55.68024653461302","12.589398459502679","Harbor / Marina"
"Indre By","København","55.6808894","12.5852531099972","Kunsthal Charlottenborg","55.67992619015504","12.588278526489983","Art Gallery"
"Indre By","København","55.6808894","12.5852531099972","Coffee Collective","55.68005357384397","12.58238130617308","Coffee Shop"
"Indre By","København","55.6808894","12.5852531099972","Restaurant Llama","55.67957","12.583811","South American Restaurant"
"Indre By","København","55.6808894","12.5852531099972","Forloren Espresso","55.682567","12.58635","Coffee Shop"
"Indre By","København","55.6808894","12.5852531099972","Hôtel d'Angleterre","55.68067069693812","12.584899514672804","Hotel"
"Indre By","København","55.6808894","12.5852531099972","MASH","55.681873735233594","12.5884850713547","Steakhouse"
"Indre By","København","55.6808894","12.5852531099972","1105","55.680483306962486","12.58234767510712","Cocktail Bar"
"Indre By","København","55.6808894","12.5852531099972","Retour Steak","55.68183455143896","12.582069337225084","Steakhouse"
"Indre By","København","55.6808894","12.5852531099972","The Union Kitchen","55.681371","12.589345800000046","Bar"
"Indre By","København","55.6808894","12.5852531099972","Pastis","55.68242253662171","12.582041728884308","French Restaurant"
"Indre By","København","55.6808894","12.5852531099972","Gasoline Grill","55.683258","12.585043","Burger Joint"
"Indre By","København","55.6808894","12.5852531099972","Cantina","55.68242708604671","12.584140834619701","Italian Restaurant"
"Indre By","København","55.6808894","12.5852531099972","Nebbiolo","55.68132724101034","12.589223414238903","Wine Bar"
"Indre By","København","55.6808894","12.5852531099972","Pluto","55.68335122210825","12.58499354947069","Restaurant"
"Indre By","København","55.6808894","12.5852531099972","Palæ Bar","55.68132048859017","12.583664886601866","Bar"
"Indre By","København","55.6808894","12.5852531099972","Wood Wood","55.68086800203294","12.581881409521337","Clothing Store"
"Indre By","København","55.6808894","12.5852531099972","Hotel Chocolat","55.679930386286976","12.583697790753765","Chocolate Shop"
"Indre By","København","55.6808894","12.5852531099972","Atelier September","55.68208957075331","12.582952272339782","Café"
"Indre By","København","55.6808894","12.5852531099972","Beau Marché","55.68213000623696","12.581712868233533","Furniture / Home Store"
"Indre By","København","55.6808894","12.5852531099972","YOBURGER","55.68205142362875","12.583247298895376","Burger Joint"
"Indre By","København","55.6808894","12.5852531099972","Hotel Sanders","55.67845101995515","12.587354817457431","Hotel"
"Indre By","København","55.6808894","12.5852531099972","Storm","55.681340562311725","12.581353398594414","Miscellaneous Shop"
"Indre By","København","55.6808894","12.5852531099972","Viking 1914 + Creas A/S","55.68306270341002","12.585560575820233","Arts & Crafts Store"
"Indre By","København","55.6808894","12.5852531099972","42 Raw","55.68067364299045","12.580412321698027","Vegetarian / Vegan Restaurant"
"Indre By","København","55.6808894","12.5852531099972","HAY House","55.67897062177667","12.579996898708412","Furniture / Home Store"
"Indre By","København","55.6808894","12.5852531099972","Kgl. Teater Gamle Scene","55.679186670314856","12.585692563697654","Theater"
